Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-45777,2023-12-18,2023-12-20,Second Class,CUST-8227,Corporate,United States,Houston,Texas,Central,Technology,Binders,Product A,609.95,7,0.21,186.62
CA-66958,2023-12-19,2023-12-21,Second Class,CUST-4273,Home Office,United States,Phoenix,New York,Central,Office Supplies,Phones,Product A,574.61,2,0.44,139.17
CA-92074,2023-12-20,2023-12-22,First Class,CUST-8000,Home Office,United States,New York,California,West,Furniture,Phones,Product B,63.04,4,0.06,-15.28
CA-20729,2023-12-21,2023-12-23,Standard Class,CUST-1145,Home Office,United States,Phoenix,California,East,Office Supplies,Tables,Product B,149.09,4,0.44,240.44
CA-55017,2023-12-22,2023-12-24,First Class,CUST-6010,Consumer,United States,Houston,Illinois,South,Furniture,Chairs,Product B,626.32,1,0.26,70.96
CA-76320,2023-12-23,2023-12-25,Same Day,CUST-4040,Corporate,United States,New York,Illinois,Central,Furniture,Storage,Product C,215.75,8,0.2,284.79
CA-37751,2023-12-24,2023-12-26,Standard Class,CUST-1482,Home Office,United States,New York,New York,Central,Technology,Storage,Product D,509.03,1,0.08,189.16
CA-88069,2023-12-25,2023-12-27,Second Class,CUST-4179,Corporate,United States,Phoenix,Illinois,East,Furniture,Chairs,Product B,549.43,8,0.35,157.83
CA-64748,2023-12-26,2023-12-28,Standard Class,CUST-2249,Corporate,United States,Chicago,California,Central,Office Supplies,Tables,Product D,290.67,7,0.46,191.34
CA-15801,2023-12-27,2023-12-29,Second Class,CUST-1630,Home Office,United States,Los Angeles,Illinois,South,Technology,Storage,Product D,948.94,9,0.19,91.24
CA-29190,2023-12-28,2023-12-30,Standard Class,CUST-9853,Home Office,United States,Chicago,Arizona,West,Office Supplies,Phones,Product D,844.04,8,0.12,102.09
CA-59689,2023-12-29,2023-12-31,Standard Class,CUST-3852,Corporate,United States,Phoenix,Illinois,Central,Furniture,Chairs,Product C,725.15,5,0.28,240.48
CA-60993,2023-12-30,2024-01-01,Standard Class,CUST-1987,Home Office,United States,Los Angeles,California,South,Office Supplies,Binders,Product C,87.21,8,0.4,172.37
CA-39592,2023-12-31,2024-01-02,Same Day,CUST-8622,Corporate,United States,Chicago,New York,Central,Office Supplies,Tables,Product C,115.07,3,0.0,258.9
CA-20647,2024-01-01,2024-01-03,Same Day,CUST-8327,Corporate,United States,Los Angeles,Texas,East,Furniture,Chairs,Product C,497.85,7,0.32,256.33
CA-18716,2024-01-02,2024-01-04,First Class,CUST-9841,Home Office,United States,New York,Illinois,Central,Technology,Storage,Product B,169.11,4,0.3,290.6
CA-98891,2024-01-03,2024-01-05,First Class,CUST-2100,Consumer,United States,Chicago,California,Central,Office Supplies,Tables,Product A,978.48,5,0.16,180.09
CA-97545,2024-01-04,2024-01-06,Second Class,CUST-7652,Home Office,United States,Los Angeles,Texas,West,Furniture,Phones,Product A,166.94,9,0.23,100.92
CA-99912,2024-01-05,2024-01-07,Same Day,CUST-9632,Consumer,United States,Los Angeles,Texas,East,Technology,Tables,Product A,492.59,7,0.12,-33.48
CA-80316,2024-01-06,2024-01-08,Second Class,CUST-8421,Corporate,United States,Los Angeles,Arizona,East,Technology,Tables,Product B,370.48,4,0.39,182.15
CA-12368,2024-01-07,2024-01-09,First Class,CUST-6016,Corporate,United States,Chicago,Texas,West,Technology,Phones,Product A,642.99,6,0.32,16.63
CA-87575,2024-01-08,2024-01-10,Second Class,CUST-1769,Consumer,United States,Houston,California,Central,Office Supplies,Phones,Product B,137.75,7,0.27,13.18
CA-16655,2024-01-09,2024-01-11,First Class,CUST-2343,Corporate,United States,Chicago,California,South,Office Supplies,Tables,Product B,436.01,9,0.2,-4.68
CA-80031,2024-01-10,2024-01-12,Same Day,CUST-5358,Consumer,United States,Phoenix,Illinois,East,Office Supplies,Phones,Product B,281.96,4,0.15,250.05
CA-86429,2024-01-11,2024-01-13,Standard Class,CUST-7780,Consumer,United States,Chicago,Illinois,East,Technology,Chairs,Product A,888.87,3,0.41,247.19
CA-97922,2024-01-12,2024-01-14,Same Day,CUST-7602,Corporate,United States,Los Angeles,Illinois,Central,Office Supplies,Phones,Product D,50.18,8,0.23,152.39
CA-65766,2024-01-13,2024-01-15,Second Class,CUST-3349,Consumer,United States,New York,Texas,Central,Furniture,Phones,Product A,914.59,1,0.25,89.19
CA-23403,2024-01-14,2024-01-16,Second Class,CUST-6699,Home Office,United States,Chicago,Texas,East,Office Supplies,Tables,Product A,834.66,9,0.26,168.85
CA-42097,2024-01-15,2024-01-17,Same Day,CUST-2241,Home Office,United States,Chicago,Arizona,Central,Office Supplies,Chairs,Product C,304.6,1,0.22,142.89
CA-88657,2024-01-16,2024-01-18,Same Day,CUST-2125,Corporate,United States,Los Angeles,Illinois,South,Technology,Binders,Product B,791.4,2,0.13,66.29
CA-20966,2024-01-17,2024-01-19,First Class,CUST-7764,Corporate,United States,New York,New York,East,Office Supplies,Binders,Product D,40.9,8,0.06,51.85
CA-62921,2024-01-18,2024-01-20,Second Class,CUST-6101,Consumer,United States,New York,Arizona,South,Furniture,Storage,Product C,967.2,9,0.05,53.12
CA-59726,2024-01-19,2024-01-21,Second Class,CUST-8843,Consumer,United States,Phoenix,New York,South,Technology,Phones,Product D,531.33,7,0.38,135.65
CA-60300,2024-01-20,2024-01-22,Same Day,CUST-1072,Consumer,United States,Chicago,Texas,Central,Furniture,Phones,Product D,310.25,3,0.11,159.07
CA-32677,2024-01-21,2024-01-23,Standard Class,CUST-6472,Consumer,United States,New York,Arizona,South,Technology,Chairs,Product B,368.96,7,0.03,80.7
CA-65609,2024-01-22,2024-01-24,Second Class,CUST-6189,Home Office,United States,New York,Arizona,Central,Technology,Binders,Product A,75.74,6,0.4,287.48
CA-66661,2024-01-23,2024-01-25,Standard Class,CUST-3472,Home Office,United States,Houston,California,West,Office Supplies,Storage,Product B,989.46,2,0.08,-66.46
CA-41024,2024-01-24,2024-01-26,Same Day,CUST-1707,Corporate,United States,Houston,Texas,Central,Furniture,Chairs,Product B,48.9,3,0.31,38.82
CA-80313,2024-01-25,2024-01-27,Same Day,CUST-2804,Consumer,United States,New York,Texas,South,Technology,Phones,Product C,658.36,5,0.17,67.63
CA-63006,2024-01-26,2024-01-28,First Class,CUST-7704,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,Product B,448.31,4,0.06,-93.23
CA-25338,2024-01-27,2024-01-29,Second Class,CUST-4713,Corporate,United States,New York,Texas,Central,Technology,Storage,Product A,949.43,2,0.21,45.98
CA-78027,2024-01-28,2024-01-30,Standard Class,CUST-6051,Consumer,United States,Los Angeles,Arizona,South,Technology,Tables,Product D,253.54,4,0.01,9.48
CA-90135,2024-01-29,2024-01-31,First Class,CUST-3475,Consumer,United States,Chicago,California,East,Technology,Binders,Product B,536.77,8,0.42,102.41
CA-29508,2024-01-30,2024-02-01,Second Class,CUST-4610,Consumer,United States,Phoenix,Arizona,East,Technology,Storage,Product D,487.53,5,0.26,34.56
CA-13051,2024-01-31,2024-02-02,First Class,CUST-5255,Consumer,United States,Los Angeles,Texas,Central,Technology,Chairs,Product B,705.84,5,0.07,190.47
CA-58747,2024-02-01,2024-02-03,Same Day,CUST-8397,Consumer,United States,Phoenix,Texas,Central,Technology,Tables,Product D,77.33,3,0.12,103.97
CA-97142,2024-02-02,2024-02-04,Second Class,CUST-2735,Corporate,United States,Los Angeles,Arizona,East,Office Supplies,Storage,Product B,201.85,8,0.22,-48.1
CA-97235,2024-02-03,2024-02-05,First Class,CUST-9258,Consumer,United States,Chicago,Arizona,South,Technology,Storage,Product C,222.42,6,0.09,200.02
CA-64021,2024-02-04,2024-02-06,First Class,CUST-8979,Corporate,United States,Chicago,Arizona,South,Furniture,Phones,Product D,740.77,2,0.13,-60.31
CA-76412,2024-02-05,2024-02-07,Standard Class,CUST-3428,Consumer,United States,Houston,Illinois,South,Office Supplies,Binders,Product B,197.25,2,0.27,235.62
CA-68335,2024-02-06,2024-02-08,First Class,CUST-8426,Home Office,United States,Los Angeles,Texas,Central,Furniture,Phones,Product B,577.76,9,0.42,272.57
CA-66179,2024-02-07,2024-02-09,Second Class,CUST-9533,Home Office,United States,Houston,Texas,West,Technology,Tables,Product C,223.09,7,0.2,28.98
CA-42093,2024-02-08,2024-02-10,Second Class,CUST-6249,Home Office,United States,Los Angeles,Illinois,West,Furniture,Storage,Product C,863.01,9,0.36,270.46
CA-79678,2024-02-09,2024-02-11,Standard Class,CUST-6291,Home Office,United States,Houston,Arizona,West,Technology,Phones,Product C,942.76,6,0.44,217.2
CA-90738,2024-02-10,2024-02-12,Second Class,CUST-3817,Corporate,United States,Chicago,California,West,Technology,Binders,Product D,523.31,5,0.11,268.97
CA-49734,2024-02-11,2024-02-13,Same Day,CUST-4874,Corporate,United States,Phoenix,Arizona,West,Office Supplies,Tables,Product D,358.79,1,0.4,166.51
CA-82615,2024-02-12,2024-02-14,Second Class,CUST-5211,Consumer,United States,Houston,Arizona,Central,Office Supplies,Chairs,Product C,241.72,6,0.38,-5.74
CA-83523,2024-02-13,2024-02-15,Second Class,CUST-1661,Home Office,United States,Los Angeles,Illinois,Central,Technology,Phones,Product A,59.28,6,0.18,257.81
CA-27019,2024-02-14,2024-02-16,First Class,CUST-4374,Corporate,United States,Los Angeles,Texas,West,Office Supplies,Tables,Product A,275.82,3,0.49,-26.29
CA-93613,2024-02-15,2024-02-17,First Class,CUST-1207,Consumer,United States,Chicago,Arizona,Central,Furniture,Chairs,Product B,657.69,3,0.13,-14.78
CA-96672,2024-02-16,2024-02-18,Second Class,CUST-3665,Consumer,United States,Los Angeles,Texas,Central,Office Supplies,Phones,Product A,538.28,3,0.13,8.43
CA-83847,2024-02-17,2024-02-19,Standard Class,CUST-3493,Corporate,United States,New York,New York,West,Office Supplies,Tables,Product B,944.6,3,0.39,21.7
CA-92750,2024-02-18,2024-02-20,First Class,CUST-7813,Home Office,United States,Phoenix,Texas,South,Furniture,Tables,Product D,402.31,7,0.22,105.79
CA-89634,2024-02-19,2024-02-21,Standard Class,CUST-1632,Consumer,United States,Houston,California,Central,Office Supplies,Phones,Product D,696.92,2,0.17,185.38
CA-38251,2024-02-20,2024-02-22,Second Class,CUST-4083,Home Office,United States,Phoenix,California,South,Technology,Tables,Product A,494.43,2,0.09,270.48
CA-35945,2024-02-21,2024-02-23,Second Class,CUST-4719,Home Office,United States,Chicago,Arizona,Central,Furniture,Storage,Product D,517.45,3,0.38,-64.62
CA-42217,2024-02-22,2024-02-24,Same Day,CUST-8123,Home Office,United States,Houston,Texas,Central,Technology,Phones,Product C,275.1,7,0.39,281.75
CA-18308,2024-02-23,2024-02-25,First Class,CUST-2679,Consumer,United States,Houston,Arizona,West,Furniture,Tables,Product C,460.4,3,0.28,268.53
CA-15949,2024-02-24,2024-02-26,Second Class,CUST-1236,Home Office,United States,New York,Illinois,Central,Technology,Chairs,Product A,476.08,7,0.48,-78.4
CA-61990,2024-02-25,2024-02-27,Same Day,CUST-8446,Consumer,United States,Chicago,California,East,Technology,Chairs,Product A,709.58,9,0.16,44.13
CA-11150,2024-02-26,2024-02-28,First Class,CUST-5443,Home Office,United States,Los Angeles,Arizona,East,Office Supplies,Storage,Product B,941.23,4,0.11,225.26
CA-99480,2024-02-27,2024-02-29,Second Class,CUST-7770,Consumer,United States,New York,Illinois,West,Technology,Phones,Product D,336.03,7,0.34,144.63
CA-84740,2024-02-28,2024-03-01,Second Class,CUST-7099,Home Office,United States,New York,Arizona,South,Office Supplies,Tables,Product B,51.78,9,0.38,211.64
CA-76617,2024-02-29,2024-03-02,First Class,CUST-9555,Corporate,United States,Phoenix,Texas,South,Furniture,Tables,Product B,501.33,8,0.11,187.61
CA-26896,2024-03-01,2024-03-03,First Class,CUST-3368,Home Office,United States,Phoenix,Texas,South,Technology,Chairs,Product C,549.02,8,0.04,98.71
CA-56175,2024-03-02,2024-03-04,First Class,CUST-1285,Home Office,United States,Phoenix,Texas,East,Technology,Storage,Product C,176.76,9,0.41,-83.51
CA-17805,2024-03-03,2024-03-05,Second Class,CUST-1148,Consumer,United States,New York,Texas,South,Furniture,Chairs,Product C,762.86,5,0.49,133.71
CA-15237,2024-03-04,2024-03-06,Second Class,CUST-5037,Consumer,United States,Los Angeles,New York,South,Furniture,Chairs,Product C,985.08,5,0.32,-80.57
CA-30056,2024-03-05,2024-03-07,Same Day,CUST-7549,Home Office,United States,Houston,Illinois,West,Technology,Storage,Product B,946.32,3,0.14,141.49
CA-55543,2024-03-06,2024-03-08,Standard Class,CUST-8121,Corporate,United States,Phoenix,Illinois,South,Furniture,Phones,Product C,205.13,5,0.5,220.16
CA-66556,2024-03-07,2024-03-09,First Class,CUST-5895,Corporate,United States,Los Angeles,Texas,East,Office Supplies,Tables,Product D,876.61,8,0.45,134.0
CA-13343,2024-03-08,2024-03-10,Second Class,CUST-6280,Consumer,United States,Chicago,New York,East,Furniture,Phones,Product C,707.45,5,0.26,298.81
CA-23500,2024-03-09,2024-03-11,Second Class,CUST-2012,Corporate,United States,Phoenix,Texas,East,Furniture,Binders,Product C,459.31,4,0.41,82.35
CA-63222,2024-03-10,2024-03-12,First Class,CUST-3785,Home Office,United States,Houston,New York,West,Technology,Binders,Product C,545.2,8,0.41,199.53
CA-39375,2024-03-11,2024-03-13,Standard Class,CUST-4725,Consumer,United States,Chicago,Texas,West,Office Supplies,Binders,Product A,851.1,7,0.47,166.89
CA-19662,2024-03-12,2024-03-14,First Class,CUST-5576,Home Office,United States,Chicago,California,Central,Furniture,Storage,Product D,485.33,6,0.42,296.57
CA-26964,2024-03-13,2024-03-15,Standard Class,CUST-6782,Consumer,United States,Houston,California,South,Office Supplies,Chairs,Product D,379.48,5,0.32,185.29
CA-69638,2024-03-14,2024-03-16,Second Class,CUST-7257,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Phones,Product B,498.32,5,0.3,-34.39
CA-83666,2024-03-15,2024-03-17,Standard Class,CUST-3408,Consumer,United States,New York,Texas,East,Office Supplies,Tables,Product B,583.34,2,0.23,282.21
CA-95067,2024-03-16,2024-03-18,Same Day,CUST-1340,Consumer,United States,Houston,Illinois,East,Technology,Binders,Product C,197.19,4,0.31,167.11
CA-77215,2024-03-17,2024-03-19,Second Class,CUST-3817,Corporate,United States,Houston,Arizona,West,Furniture,Phones,Product A,901.9,8,0.4,-76.26
CA-79042,2024-03-18,2024-03-20,Same Day,CUST-3496,Home Office,United States,Houston,California,West,Technology,Binders,Product B,677.45,8,0.48,163.03
CA-23284,2024-03-19,2024-03-21,First Class,CUST-6962,Home Office,United States,Chicago,Texas,West,Furniture,Binders,Product B,636.94,1,0.23,253.25
CA-82789,2024-03-20,2024-03-22,First Class,CUST-6299,Home Office,United States,Los Angeles,Arizona,Central,Furniture,Tables,Product C,108.5,2,0.29,130.82
CA-94664,2024-03-21,2024-03-23,First Class,CUST-8574,Consumer,United States,New York,Texas,East,Technology,Storage,Product C,608.13,5,0.22,41.61
CA-71389,2024-03-22,2024-03-24,Standard Class,CUST-2689,Corporate,United States,Phoenix,California,Central,Office Supplies,Chairs,Product B,129.75,9,0.33,228.36
CA-19435,2024-03-23,2024-03-25,Second Class,CUST-4267,Home Office,United States,Phoenix,Arizona,Central,Office Supplies,Storage,Product B,87.91,7,0.31,213.0
CA-64340,2024-03-24,2024-03-26,First Class,CUST-5406,Corporate,United States,Los Angeles,California,South,Furniture,Phones,Product D,532.04,5,0.01,117.67
CA-54078,2024-03-25,2024-03-27,First Class,CUST-9453,Consumer,United States,Houston,New York,East,Technology,Storage,Product A,408.76,1,0.27,-38.26
CA-88832,2024-03-26,2024-03-28,Second Class,CUST-2442,Home Office,United States,New York,California,East,Office Supplies,Phones,Product D,592.92,6,0.04,0.39
CA-61293,2024-03-27,2024-03-29,First Class,CUST-9597,Corporate,United States,Phoenix,Texas,West,Office Supplies,Phones,Product B,98.33,8,0.01,195.39
CA-88781,2024-03-28,2024-03-30,Same Day,CUST-5437,Consumer,United States,Phoenix,Illinois,West,Furniture,Chairs,Product D,436.67,7,0.4,222.43
CA-70403,2024-03-29,2024-03-31,Second Class,CUST-6435,Corporate,United States,Houston,California,South,Furniture,Tables,Product D,183.04,2,0.13,11.71
CA-39124,2024-03-30,2024-04-01,Second Class,CUST-9435,Home Office,United States,Los Angeles,Illinois,Central,Technology,Chairs,Product B,987.23,5,0.17,47.19
CA-53919,2024-03-31,2024-04-02,Second Class,CUST-5107,Home Office,United States,New York,New York,West,Furniture,Storage,Product C,565.54,4,0.03,-68.95
CA-45247,2024-04-01,2024-04-03,Same Day,CUST-1560,Consumer,United States,Los Angeles,Arizona,West,Office Supplies,Phones,Product B,690.56,9,0.09,185.38
CA-72752,2024-04-02,2024-04-04,Second Class,CUST-9785,Consumer,United States,Los Angeles,Arizona,East,Office Supplies,Binders,Product C,332.16,1,0.38,-98.57
CA-66573,2024-04-03,2024-04-05,Same Day,CUST-6548,Consumer,United States,New York,Illinois,East,Office Supplies,Binders,Product B,103.79,6,0.25,-81.38
CA-69101,2024-04-04,2024-04-06,Second Class,CUST-2826,Corporate,United States,New York,Arizona,West,Office Supplies,Phones,Product B,976.11,3,0.44,-98.26
CA-36646,2024-04-05,2024-04-07,Standard Class,CUST-8629,Corporate,United States,Phoenix,California,East,Technology,Chairs,Product B,293.4,9,0.2,158.13
CA-33049,2024-04-06,2024-04-08,First Class,CUST-9325,Corporate,United States,Phoenix,Illinois,South,Technology,Tables,Product A,429.57,5,0.13,66.95
CA-89605,2024-04-07,2024-04-09,Standard Class,CUST-4138,Consumer,United States,New York,Texas,West,Furniture,Chairs,Product C,653.37,6,0.17,19.02
CA-78385,2024-04-08,2024-04-10,First Class,CUST-8693,Home Office,United States,Chicago,California,East,Furniture,Phones,Product A,34.45,9,0.36,265.08
CA-50158,2024-04-09,2024-04-11,Same Day,CUST-9264,Home Office,United States,Phoenix,California,South,Furniture,Phones,Product B,812.16,9,0.28,-22.88
CA-75417,2024-04-10,2024-04-12,Standard Class,CUST-8842,Corporate,United States,Chicago,California,East,Technology,Tables,Product D,541.21,8,0.45,55.75
CA-33289,2024-04-11,2024-04-13,Second Class,CUST-7721,Corporate,United States,New York,Texas,East,Office Supplies,Storage,Product A,285.44,9,0.3,276.12
CA-19823,2024-04-12,2024-04-14,First Class,CUST-8002,Home Office,United States,Phoenix,New York,East,Furniture,Storage,Product C,70.99,4,0.25,70.84
CA-70160,2024-04-13,2024-04-15,First Class,CUST-5225,Home Office,United States,Los Angeles,Arizona,West,Office Supplies,Tables,Product B,170.87,6,0.39,121.88
CA-51975,2024-04-14,2024-04-16,Standard Class,CUST-3978,Corporate,United States,New York,Illinois,Central,Furniture,Storage,Product A,896.08,5,0.47,-67.87
CA-19540,2024-04-15,2024-04-17,Same Day,CUST-8373,Corporate,United States,Houston,New York,East,Furniture,Binders,Product D,689.16,5,0.18,216.07
CA-26364,2024-04-16,2024-04-18,Standard Class,CUST-6907,Home Office,United States,Chicago,Illinois,South,Furniture,Storage,Product A,257.4,4,0.12,69.1
CA-14611,2024-04-17,2024-04-19,Same Day,CUST-7097,Consumer,United States,New York,Arizona,West,Furniture,Storage,Product C,74.94,2,0.31,220.21
CA-37663,2024-04-18,2024-04-20,Same Day,CUST-6656,Corporate,United States,New York,Texas,West,Furniture,Storage,Product A,693.71,6,0.25,1.52
CA-61991,2024-04-19,2024-04-21,First Class,CUST-9984,Home Office,United States,Phoenix,California,South,Office Supplies,Binders,Product D,576.68,9,0.49,68.99
CA-67679,2024-04-20,2024-04-22,Standard Class,CUST-5259,Home Office,United States,Phoenix,California,East,Furniture,Storage,Product D,410.47,1,0.23,214.62
CA-40977,2024-04-21,2024-04-23,Standard Class,CUST-9286,Home Office,United States,Phoenix,Texas,Central,Office Supplies,Binders,Product C,369.98,7,0.04,289.55
CA-59115,2024-04-22,2024-04-24,Same Day,CUST-6901,Home Office,United States,Houston,New York,East,Technology,Tables,Product D,224.65,6,0.49,-76.15
CA-98223,2024-04-23,2024-04-25,Standard Class,CUST-5917,Consumer,United States,Phoenix,New York,South,Furniture,Chairs,Product B,672.92,3,0.42,224.98
CA-70890,2024-04-24,2024-04-26,Second Class,CUST-9429,Home Office,United States,New York,Illinois,West,Office Supplies,Tables,Product D,970.96,1,0.09,20.28
CA-76387,2024-04-25,2024-04-27,Second Class,CUST-3530,Corporate,United States,Phoenix,Texas,Central,Technology,Chairs,Product B,183.96,4,0.45,120.3
CA-28071,2024-04-26,2024-04-28,Standard Class,CUST-2960,Consumer,United States,Los Angeles,New York,West,Technology,Tables,Product A,601.15,9,0.17,16.04
CA-69275,2024-04-27,2024-04-29,Standard Class,CUST-8045,Home Office,United States,Phoenix,Texas,South,Technology,Chairs,Product B,429.94,2,0.19,145.38
CA-82369,2024-04-28,2024-04-30,Same Day,CUST-2048,Consumer,United States,Houston,Arizona,East,Office Supplies,Chairs,Product B,452.22,3,0.45,41.52
CA-21938,2024-04-29,2024-05-01,Second Class,CUST-6772,Corporate,United States,Los Angeles,California,Central,Furniture,Phones,Product A,261.61,2,0.27,33.45
CA-45195,2024-04-30,2024-05-02,Second Class,CUST-3529,Home Office,United States,New York,California,West,Furniture,Chairs,Product D,826.88,2,0.07,-84.82
CA-14000,2024-05-01,2024-05-03,First Class,CUST-3964,Corporate,United States,New York,California,West,Office Supplies,Chairs,Product B,490.4,8,0.18,-41.22
CA-80588,2024-05-02,2024-05-04,Same Day,CUST-8137,Home Office,United States,Chicago,Texas,West,Furniture,Phones,Product D,547.97,3,0.36,266.83
CA-48304,2024-05-03,2024-05-05,First Class,CUST-1963,Home Office,United States,Los Angeles,Texas,East,Office Supplies,Storage,Product A,311.71,7,0.09,299.31
CA-79449,2024-05-04,2024-05-06,Second Class,CUST-1536,Home Office,United States,Chicago,Illinois,Central,Furniture,Storage,Product C,189.99,8,0.3,212.21
CA-92986,2024-05-05,2024-05-07,Same Day,CUST-8340,Home Office,United States,Los Angeles,California,East,Technology,Phones,Product D,95.05,3,0.35,14.73
CA-99643,2024-05-06,2024-05-08,Standard Class,CUST-8179,Home Office,United States,Los Angeles,Illinois,East,Furniture,Binders,Product D,716.98,2,0.17,60.98
CA-30764,2024-05-07,2024-05-09,Same Day,CUST-8967,Consumer,United States,Houston,California,East,Office Supplies,Chairs,Product C,204.27,8,0.35,195.8
CA-96027,2024-05-08,2024-05-10,Standard Class,CUST-9734,Home Office,United States,Chicago,Illinois,South,Office Supplies,Chairs,Product C,693.17,3,0.44,287.41
CA-48494,2024-05-09,2024-05-11,Standard Class,CUST-1845,Home Office,United States,Houston,Illinois,South,Technology,Phones,Product A,396.47,7,0.24,82.19
CA-13373,2024-05-10,2024-05-12,Same Day,CUST-6777,Consumer,United States,Los Angeles,Arizona,South,Office Supplies,Phones,Product D,421.62,1,0.19,231.81
CA-22161,2024-05-11,2024-05-13,Standard Class,CUST-4036,Consumer,United States,New York,Illinois,Central,Furniture,Binders,Product D,474.49,6,0.13,290.03
CA-37350,2024-05-12,2024-05-14,First Class,CUST-6947,Consumer,United States,Los Angeles,Texas,East,Furniture,Storage,Product A,374.03,9,0.3,249.39
CA-35351,2024-05-13,2024-05-15,Second Class,CUST-3494,Consumer,United States,Houston,Illinois,East,Technology,Tables,Product D,109.61,3,0.44,-9.14
CA-98668,2024-05-14,2024-05-16,Standard Class,CUST-3719,Consumer,United States,Chicago,California,South,Office Supplies,Storage,Product B,316.54,7,0.16,-96.79
CA-25305,2024-05-15,2024-05-17,First Class,CUST-2884,Consumer,United States,Chicago,Illinois,East,Technology,Chairs,Product B,667.1,6,0.2,96.83
CA-85353,2024-05-16,2024-05-18,Standard Class,CUST-5349,Home Office,United States,Houston,New York,East,Furniture,Phones,Product B,669.13,8,0.2,112.54
CA-86797,2024-05-17,2024-05-19,Second Class,CUST-6179,Home Office,United States,Chicago,California,West,Technology,Binders,Product D,293.36,3,0.28,-19.5
CA-75953,2024-05-18,2024-05-20,First Class,CUST-7610,Corporate,United States,Phoenix,New York,East,Office Supplies,Storage,Product B,465.5,3,0.11,13.87
CA-67458,2024-05-19,2024-05-21,Second Class,CUST-7430,Home Office,United States,New York,California,West,Technology,Binders,Product B,201.51,4,0.41,206.06
CA-30358,2024-05-20,2024-05-22,Second Class,CUST-8154,Home Office,United States,New York,Texas,East,Office Supplies,Storage,Product A,218.27,3,0.15,88.14
CA-13267,2024-05-21,2024-05-23,First Class,CUST-7488,Consumer,United States,New York,Texas,Central,Office Supplies,Chairs,Product A,32.82,9,0.35,26.94
CA-92745,2024-05-22,2024-05-24,First Class,CUST-5737,Consumer,United States,Chicago,Texas,South,Furniture,Tables,Product C,897.78,4,0.26,149.05
CA-99588,2024-05-23,2024-05-25,First Class,CUST-7525,Home Office,United States,Chicago,New York,West,Furniture,Binders,Product C,218.6,6,0.29,161.1
CA-48513,2024-05-24,2024-05-26,Same Day,CUST-4850,Corporate,United States,Los Angeles,Arizona,South,Furniture,Binders,Product C,235.26,8,0.09,207.76
CA-36092,2024-05-25,2024-05-27,First Class,CUST-1689,Consumer,United States,Los Angeles,California,West,Office Supplies,Tables,Product C,286.81,8,0.37,-37.32
CA-21338,2024-05-26,2024-05-28,First Class,CUST-6175,Home Office,United States,New York,Texas,West,Technology,Binders,Product A,136.13,5,0.09,196.61
CA-10412,2024-05-27,2024-05-29,First Class,CUST-9648,Home Office,United States,Phoenix,California,West,Office Supplies,Binders,Product A,642.87,5,0.06,139.77
CA-17543,2024-05-28,2024-05-30,First Class,CUST-6078,Corporate,United States,Los Angeles,New York,Central,Furniture,Storage,Product A,84.39,6,0.27,-76.97
CA-43496,2024-05-29,2024-05-31,Standard Class,CUST-6448,Corporate,United States,Los Angeles,Arizona,East,Furniture,Storage,Product B,142.86,7,0.35,210.98
CA-70692,2024-05-30,2024-06-01,Same Day,CUST-2179,Consumer,United States,Chicago,New York,West,Technology,Tables,Product B,648.31,7,0.03,53.23
CA-99084,2024-05-31,2024-06-02,Second Class,CUST-7406,Corporate,United States,Phoenix,California,Central,Furniture,Chairs,Product C,346.26,4,0.03,32.15
CA-54425,2024-06-01,2024-06-03,First Class,CUST-9591,Home Office,United States,New York,Arizona,West,Furniture,Binders,Product B,710.87,6,0.4,79.23
CA-48756,2024-06-02,2024-06-04,Standard Class,CUST-7907,Home Office,United States,Los Angeles,Arizona,East,Furniture,Chairs,Product D,561.85,7,0.4,38.47
CA-28888,2024-06-03,2024-06-05,Standard Class,CUST-9800,Corporate,United States,Phoenix,New York,West,Technology,Tables,Product A,263.46,5,0.12,35.31
CA-45735,2024-06-04,2024-06-06,Standard Class,CUST-2638,Corporate,United States,Phoenix,Texas,Central,Office Supplies,Tables,Product C,654.32,5,0.31,223.23
CA-57295,2024-06-05,2024-06-07,Second Class,CUST-6671,Corporate,United States,New York,California,East,Furniture,Storage,Product C,125.11,2,0.22,-50.2
CA-93042,2024-06-06,2024-06-08,First Class,CUST-7928,Corporate,United States,Phoenix,Illinois,Central,Technology,Binders,Product D,541.05,7,0.32,288.24
CA-95999,2024-06-07,2024-06-09,Same Day,CUST-2382,Consumer,United States,Phoenix,Illinois,East,Furniture,Phones,Product B,442.78,6,0.43,121.97
CA-27955,2024-06-08,2024-06-10,Same Day,CUST-2403,Corporate,United States,Phoenix,New York,East,Technology,Tables,Product C,275.19,1,0.04,-26.83
CA-47841,2024-06-09,2024-06-11,Standard Class,CUST-4292,Consumer,United States,Los Angeles,California,South,Furniture,Binders,Product B,607.96,4,0.39,-47.51
CA-80640,2024-06-10,2024-06-12,Second Class,CUST-1419,Home Office,United States,New York,California,South,Technology,Chairs,Product B,872.62,3,0.25,136.6
